file_id,path,first_seen,last_seen,commit_count,touches,bus_factor,sensitivity_score,sensitivity_tags
lib/features/gacha/rewards.ts,lib/features/gacha/rewards.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,1.00,gacha
lib/features/gacha/settings.ts,lib/features/gacha/settings.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,1.00,gacha
lib/features/gacha/users.ts,lib/features/gacha/users.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,1.00,gacha
lib/features/orders/AGENTS.md,lib/features/orders/AGENTS.md,2026-04-26T16:31:35+07:00,2026-04-26T16:31:35+07:00,1,1,1,1.00,commerce
lib/features/orders/purchase.ts,lib/features/orders/purchase.ts,2026-04-29T19:49:19+07:00,2026-05-21T12:46:21+07:00,3,3,1,1.00,commerce
lib/features/orders/queries.ts,lib/features/orders/queries.ts,2026-04-06T23:35:28+07:00,2026-04-06T23:35:28+07:00,1,1,1,1.00,commerce
lib/features/products/AGENTS.md,lib/features/products/AGENTS.md,2026-04-26T16:31:35+07:00,2026-04-26T16:31:35+07:00,1,1,1,0.80,commerce
lib/features/products/mutations.ts,lib/features/products/mutations.ts,2026-04-06T23:35:28+07:00,2026-05-20T10:52:30+07:00,2,2,1,0.80,commerce
lib/features/products/pricing.ts,lib/features/products/pricing.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.80,commerce
lib/features/products/queries.ts,lib/features/products/queries.ts,2026-04-06T23:35:28+07:00,2026-05-20T18:06:05+07:00,3,3,1,0.80,commerce
lib/features/products/shared.ts,lib/features/products/shared.ts,2026-04-06T23:35:28+07:00,2026-05-20T10:52:30+07:00,3,3,1,0.80,commerce
lib/features/products/stockValidation.ts,lib/features/products/stockValidation.ts,2026-05-20T18:06:05+07:00,2026-05-20T18:06:05+07:00,1,1,1,0.80,commerce
